ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.512262653093529,194.2984192998487,16342.539285058278,5.741432182963095,338.64065716700713,521.0534023862685,15.380325793477706,89.02990201946412,3.186860801513347,0
6.707925812411153,155.14265473510181,16497.1778460842,6.101677831036438,283.5865573131167,554.2469631580457,8.471712525953892,66.7819932919154,4.538787842686014,0
8.135977972174567,163.53499322152004,9390.663959253065,8.318086170066316,331.8294740520938,429.873695319642,11.155867239034656,,4.565863943280715,1
5.920005397929977,205.36964262110874,14526.826831338341,8.484847203766112,344.99718926144504,371.26828688000114,12.609798475212127,102.65773711091936,3.7169408111303333,1
7.209552979133425,207.65922156306098,39217.4153971263,8.064007235556883,,467.6358207435846,15.979869078099156,107.39449996374844,2.305483594239441,1
7.787030589294599,160.25344861400873,15069.712662332897,5.461514897104264,327.15788765167355,441.9552156016393,11.960388070704465,,3.1016037185875738,0
8.670700813251033,197.86634019825703,11550.454572492588,6.4141715521579306,340.78704156145506,356.7843984006231,14.695565175299489,47.23437929601755,3.1014850841142723,0
8.193120332923062,217.16728134437167,24819.127492654974,7.367900011093651,,372.9687316291605,12.005274863854748,59.20023405304349,4.320495197682251,1
,158.52464296801497,21046.32179052897,5.778136080182056,,462.84925205334275,12.523658484298846,68.48518626040942,3.6072747751742886,0
7.129691527964046,232.75440793936525,20299.038499305992,9.286121161004283,259.7582175840336,501.6219849800186,18.41968959077215,92.10376239746601,3.622424421307645,0
,183.97922521238175,34368.51503350121,3.3249238285581373,324.10433259446904,400.1185517337167,10.472744730018189,76.56130778167348,3.528276429508095,0
6.95834962518699,237.77547140377183,26828.742691295745,5.889591565716739,366.29836976351146,420.6140079570453,16.79279965376518,46.90674849930551,5.116046416701128,0
5.7194811019257585,178.8494145339729,17367.02197482393,6.314884925465666,394.405492547617,480.2259964972953,14.276478539077809,56.49114998271589,4.005374529447281,1
6.828371862117498,162.62402161311053,18292.195154555273,2.6265690096606065,294.39902761181474,412.263059758746,12.374917289714551,65.71959663095868,4.124237461754972,0
8.182687170611663,181.32729303420743,17607.32144607495,4.913957974226818,388.66779248688437,402.01438055769256,10.249999424722509,42.27560835404299,3.486876181078369,1
5.648943829656894,193.26962675075617,29683.717002015695,8.107957429816468,293.13033539473383,365.16846176604014,10.485957823502007,66.62142901216282,3.946881847534387,0
6.453135699437151,183.61901106721828,19312.16158495489,7.167848145753683,356.8893369373763,363.7670824313783,11.835084968051197,47.14734342484023,3.208962312689933,0
6.789947729353945,189.29355323024458,6291.630090482009,9.605554914827787,,641.845726864439,13.783319912098019,39.65831763637058,4.238105248495185,0
2.4597729310091143,207.38745342434666,21590.333056857267,9.561457784498014,343.228386598501,410.34690586561015,16.27761689567769,,3.0756882091810365,0
7.391721779697306,190.76819873369845,8537.356022110318,7.804213278194236,319.92943127044026,536.4967123781877,13.28620804965698,73.05854108925584,4.550491479567343,1
7.571867704039758,194.22490223897898,41165.33391618698,7.614916433421125,,562.2666616715409,13.507741080269854,72.94667451798162,3.396737227238027,1
9.765932651830681,140.1664514662346,13547.023731387479,7.224171151554663,272.2728818312861,411.36655100895274,14.00199236080317,67.96579345033653,4.709746394130799,1
,209.28686472674457,20594.769737343417,2.9249704117504054,354.19858094787486,455.96912852152934,15.858134158662192,82.46414130076222,5.457689520991941,1
9.069614299611382,193.46521150594413,24277.921577859568,4.916595968944801,275.132034595964,434.480261348269,16.41429733154045,80.74644839425764,3.970858866989624,0
8.567270717612624,249.37863905788646,19483.04524716451,7.279067294896316,,295.93566606677894,9.689144275857183,69.7109777415385,4.993059795271454,1
6.696470408281651,165.48830599734478,19471.01343994442,8.093320619821322,328.37229205563546,300.80058061034845,13.346332710749637,67.47538597041641,4.556130180208627,0
5.649311002894345,136.90708369236597,25712.58164505857,7.577678303178263,,430.14695612586524,18.34270729742162,68.49865662456557,2.852430009552082,0
8.338582615197602,216.7344534502984,35395.86152672577,5.709905351009261,304.75998983636737,391.8669860804254,9.923642953186949,64.00814808501927,4.056523666464436,0
4.09122832671216,207.80073890249773,28743.519629374066,8.601101926301803,344.9048959502539,579.0396913422021,14.525975667386053,31.175647828631654,4.360934990437594,0
8.09696576823867,163.22255362452532,34977.60968733282,9.462261565432327,311.9654798904329,407.0849065534748,13.714506347432655,84.79485448608108,4.436217946032511,0
5.322518845027752,146.0712593803654,12837.243660236176,8.602023568460318,,583.8350629631045,12.404303797309815,72.83986987667757,4.109001307880495,0
5.358379800999026,246.98035243951313,24796.635568383008,8.683566940752943,298.3571431800238,387.707575192248,19.545490574953515,46.69549537760162,4.098942889135233,1
7.326466272833685,242.9242318509631,23375.197384446994,6.236423239230767,359.9722479600827,580.7057939852018,14.401926527352664,89.53062923221349,3.9739681393298825,0
8.094156790881673,114.56267263856836,25092.368445421613,8.819975913867264,369.38142273858034,467.1190993533456,19.28189018813568,56.84232613495312,4.073877347075075,0
7.200362213981304,181.3244623374611,34080.8019185327,7.350298650137699,371.07291009090903,471.7139851783127,14.298626049358996,64.65414215693032,3.0155304031667445,0
4.2837204187258155,251.15191860239028,20078.12073462327,7.928257735064768,270.9355015292212,384.84947229592115,15.80344699364169,82.9819246482057,3.785755590836631,0
8.505597934582903,180.7375418491082,18458.54648205376,7.69738231166304,348.06682587259616,472.814908176618,12.369396805451693,69.96625760591135,2.8366745432470077,1
,180.25885750052313,26695.943631766844,6.928050373404151,,562.9712453929651,12.406229934764434,88.03308863903757,3.581850407451899,0
9.480468599353994,187.09721812099377,6422.718484702649,5.761196089306763,439.8377279583238,414.4979384799409,15.634940325123727,60.69595571550681,3.509171670141307,1
7.8870514998736,159.52248956302756,19937.28123329674,6.990224071584607,307.3364517714297,398.7767373183773,15.695678584767187,93.79700602274144,3.4593628805369785,1
7.711206555229103,140.31287801489736,20837.354660345147,8.67908335562286,,406.26158686010484,16.25933719041904,53.79959302271315,3.149433636924543,0
5.532943993782771,231.02880652317324,13944.295652220879,6.422468227605603,369.6537935861056,557.1050176845201,15.526805129819644,87.74548173481581,4.180036273561572,0
8.430149858765253,135.76737578445147,31282.29341157447,8.53148867492087,341.51085183991245,495.3123775256878,9.85644673161648,29.705230653829766,3.7219051615447487,1
5.354744437375405,204.53523077437808,12700.276897534084,8.28457165957592,,543.1725432300664,11.610919680081903,48.57688876838678,3.64206752051266,1
8.486591051321684,225.56846531172667,20822.665111946233,6.647678912708669,345.59427624821416,451.540715007129,17.09331095315218,71.22705144352697,2.872092284292904,1
7.351506156873779,148.6546547661519,24584.402551631785,9.314304163718932,336.22620309636477,429.3770040276488,7.797479640514952,59.912784096481666,3.737668270086348,1
7.772377310840317,165.99156955462215,33881.063291022605,6.558236259518685,330.2255156514795,460.4546783569071,15.248529969383547,65.18907235757848,4.863515583934452,0
9.020985009307708,236.31359529808333,21921.441178964677,9.505084042927958,373.0532175097101,512.6688095805332,13.90967687208101,,4.875428921691066,0
4.556839734113421,213.9321375954696,30222.194713316152,7.805920630834737,,406.23284599890053,17.09211598133351,47.10737774834172,4.261339812180387,0
,176.09130024368463,28156.82044332585,7.094931848843449,299.99250385242124,536.7891010632284,15.6590161258942,48.32194023906442,3.7397798994065257,1
,235.95399221058253,23096.475852491043,5.717273819066508,329.4284514854487,455.7591090109228,12.08222527416499,70.16037719069642,4.40600660757513,1
4.969803414950065,236.09502530164656,12461.146436258343,6.980548836386635,262.6978448260834,231.77272644716157,11.932051373221494,55.60540618048717,3.449464201222181,0
8.296528853896989,205.25183360021677,9435.595011590669,6.798059968678816,384.39230575720444,497.5862689100997,12.549586704380197,88.12474851517094,3.736583240410963,0
7.0717648120527965,166.7847285029565,22947.839359643425,5.131891711303569,315.35026506473343,323.3977549284318,16.200008686796778,63.29045608198889,3.3908324947742705,0
4.614350181285292,182.79753765577794,17255.633809621882,6.776167632106086,394.82715754492244,495.62115906245816,6.659672720672139,78.04377013833066,4.67852581318799,0
7.9526339015336465,205.82212387613234,30074.081251861568,5.849990975446604,,499.0426542576438,14.800925960821873,73.57419704277514,4.578404649573477,1
8.068496875160681,190.19523012104764,28553.669950688327,8.045866994986476,357.766999184198,452.85532186840163,11.357155516277414,56.66119087380249,3.9429478379441254,1
5.979100526881272,227.2916911639266,20395.330800775948,9.18392315165056,298.51338571204127,470.12941662923686,14.91166483574202,34.318673651371576,5.32037680124664,1
8.923807267205804,146.07043276440285,11863.17308288295,5.18147323145352,276.2488206405311,514.9887596577942,15.42028767332615,85.59605015546097,4.291761373001338,0
4.419846183205176,147.23872989372074,26492.129298956574,9.825446210819738,308.7077054336299,386.1532839560932,8.777699010506044,50.54167295750629,4.2478574861423235,0
6.228629867215473,202.35065956777203,13088.619256287002,6.916889365671495,355.10610593522,490.30911650396024,13.52907212662791,,4.164313792301269,1
5.486483599159591,180.22818878575285,15363.788323742176,5.579466211797148,,520.1722828789285,14.794937881008815,63.95635244662151,2.98541628216807,1
7.110362591975912,175.77010057644432,13426.482807329525,8.31725255272893,318.1306855578729,568.414673881109,14.571114815360739,65.57361259672038,3.272461731502251,0
7.632447074733516,138.23093393916236,20799.62303963049,6.414601924357024,314.69335620044683,336.852952886376,13.875514845186157,,3.927382396124756,1
,197.04305829386018,32274.246385130682,6.99085605187024,,459.20809805101163,10.23886230941562,66.49434973835709,3.9338208865583857,0
7.91412195960336,194.6643569467748,21969.8016498801,6.481240374144916,342.52525437573433,348.51167271583364,10.742841218559946,64.33686373779885,4.430014906164141,0
8.434441122785085,217.89945850621228,18127.858504793963,5.829554067653458,293.2368565339171,345.083100969719,9.718663361684754,82.89898649602921,3.4490636549375835,0
6.874213067789895,198.66701177968,8637.4082933633,8.263915311195008,,455.20944401040316,16.113890839479584,76.13056842456592,4.025135626590105,0
,192.03732582588765,26855.028358911262,6.6676437834271844,335.6214764728342,432.45842983552797,13.897460513620148,54.483758775113394,4.0390769022607165,0
,235.1233209504021,15171.412415217794,4.850090168356791,,518.7161194645764,14.10869677794112,47.81608288484291,4.069992163785377,0
8.236355712775508,153.21982571654272,23044.39448477819,7.990674996261174,,398.2289428727879,8.634816700873401,53.05606364176131,3.98280332330156,1
5.778052225506043,214.04720530008527,18908.211175642897,5.215179885382467,,415.3686439552815,14.168774741065409,65.60264004695092,2.875004785529443,0
10.417422912838717,141.41925827823303,29363.13786144787,5.297848927173091,322.7586052473099,443.2895443969253,16.37733870826268,46.21392884223917,2.2062495983469317,0
7.821442791897471,168.81789414797345,20635.351314693653,9.00431780386416,295.0745534367331,356.5642288039343,8.183511008159135,67.87019936403199,3.2354243640703375,1
4.882937685585699,156.50358033669298,21497.333723541884,5.229782959247865,327.4082004806129,367.77595652271276,12.507805283554147,,3.5557240422168546,0
9.245246167276877,222.12590941636813,26273.03098888947,3.460017126054565,285.70936434393155,516.3807721944223,9.082144374586694,25.2111916765689,3.0508075421406584,0
8.047700694541492,194.24800331471155,40487.651518083614,8.104121146239164,,381.8444326644864,12.888866332644072,43.61996198246983,3.9265743822780075,1
8.42328731642458,195.95574325289107,29803.902685383804,6.639895781419814,350.3943077164353,521.7441065691346,11.297716819040243,19.650846052316723,4.820283435654795,0
9.015930910482723,159.98848470370106,21237.101659535394,6.776104908601776,,475.2708565179982,15.540808239353705,60.828770411082196,4.536305869033746,0
7.607349331090591,186.54008398380796,22042.03998171485,6.623089378506684,339.6361496985546,301.159493140494,14.840182954941357,83.79902105460522,4.3337399704226165,0
,171.28199152113024,17412.032251875356,7.4860385036495884,351.91946567549786,469.05459830049324,18.554879582648688,35.77134112206634,4.738542376156753,0
7.607498747178285,209.0156699887037,13684.437671539312,5.930703597793153,281.67728710351855,468.41636970600547,14.101002318815365,44.9789535193475,3.248794025422421,1
9.34155951529327,163.79310164758994,17167.48109900249,9.452261501813908,332.0774496916657,460.37263156771184,15.400394624965145,63.747446550174466,3.613698909656679,1
8.78919142972307,240.150234615247,15243.797886173688,4.787555841111151,384.6439731625305,414.73636050825274,12.433988235743538,49.16720093257448,4.449580553185413,1
,141.2734032073673,27742.733989122324,7.822902368349855,380.41351568824996,350.24254960433836,10.628856004433404,49.08750117351798,3.599866592845845,1
8.062870584683557,169.86549751217913,12621.76348620473,8.134551186125002,316.06306280111914,534.9739915018997,17.043063658824188,75.17382452000518,3.6425353376821183,1
6.054648538019403,251.57989677788458,33703.59020218023,5.919750217883263,309.09333635264585,417.99236923119486,18.395174227240833,58.38269379791869,5.422686915089229,0
7.69115746268894,182.08393519204907,28607.9426915699,5.502499576461047,315.9491595775277,354.82078224490226,16.615720364478616,,4.044444820733392,1
8.060708883143661,153.14049194109487,22193.759163095718,8.727135258388847,381.96721000802086,463.1634698359111,14.714365087558752,32.579002581074974,5.345628436156575,0
10.259387304207209,203.6074544074893,22016.79358532572,5.55444000865359,352.2828968288178,366.1833783647528,11.055750334653736,102.17620587503245,2.5478286002058397,1
8.697461082849031,180.75959523114156,17127.757477299594,6.1614709736141045,,349.5138489145622,18.05878925404319,84.67860668391528,3.4779242824094307,1
5.482479043926018,168.89986859015775,24382.100118697195,8.5219481606864,330.1760145575671,395.8618129340429,16.19817583475851,59.08353979379534,4.2888769329085035,0
9.650978137939607,160.34585032472222,31554.39471741291,7.174891148991659,,372.43586064309955,20.982348196880466,67.8232997889558,4.043111412223002,0
10.236278965282878,287.47949162509354,15848.724138941026,4.280513005146014,293.11516299240634,352.4908260396464,10.458856724705909,58.4857967940288,2.366673914706273,0
7.6947324817716645,188.12394248394193,8569.21816436057,9.880353448394553,,491.35807039075013,17.135095119128827,74.66939903881827,3.7909282391536707,0
6.524765507572303,133.04883384504836,28179.817658583932,6.282583001127654,262.38560302696555,417.0027125914381,16.09754253113558,52.56172724297034,5.898953725362588,1
,245.5430510712821,24858.04086216964,6.483643481947861,233.4354343531324,527.384219597684,13.147889967178934,57.60059389307547,4.162591962027476,1
5.802589429702281,216.50423277813778,12192.096908963738,7.524139118675658,279.3223934554161,357.1556341994212,18.794293453472275,,4.441460079999055,0
7.135070350478988,171.18325441944899,15583.624459825012,8.107621339266435,291.7969080114968,286.61306815898405,15.611762441285252,89.9525174920318,3.467724329018389,0
7.76155625100496,165.70038198222593,14481.373725128367,10.218544780240517,345.9387360461078,438.22064421935283,11.178884075791926,78.4109245335261,4.159761634969146,0
,218.5572549936058,15661.301065107706,4.497092323939,335.08857889826066,576.1630968819584,13.888297856131704,86.38940481697304,3.9603840053764494,0
7.92505142268589,188.27638702559696,19175.949612566867,8.425004490102994,355.1675011266087,469.10373581244977,11.139277348488697,61.3388391323189,4.8426752567563485,0
7.557159276496729,133.03532977315618,19676.913236066408,8.293955316599122,330.46511738336085,686.0022350539969,12.72921298207395,56.30723140049352,4.817860691688265,0
8.068302666593036,255.2001948354936,16307.84123235974,6.9032794408188956,,453.0303769726863,16.609664568216516,34.998225546872845,4.2878625929601775,1
7.894880897748237,182.121713793095,15366.41963062463,8.363892437809632,352.72930466269617,445.2326186720777,17.554497089725256,67.5696133889288,4.025353336163745,0
8.44300990560922,245.60431013027184,20008.018872514862,8.596152947865743,293.2138356286659,252.04669617852028,15.012212824842798,72.54056190797434,2.660296122001088,0
7.27520535960982,238.46051011707203,23484.319377648633,4.936498799720534,,460.77815319955306,11.797252158488648,61.53991258921927,2.6331147590655153,1
,163.46678598651542,19240.711969153042,9.884631079291712,286.81297588260867,439.8283550095587,15.54312387150863,53.81743851718431,4.033890512450064,0
6.28092020726614,230.39194653754757,32173.192460656534,4.657155640041736,324.1210373813717,393.2803671850734,16.674452801639777,86.54313572545874,4.652214606940092,1
5.406926012450571,174.9675401094849,26468.913080041457,5.326200275642739,353.39110965291417,415.1482675416271,7.7523101232565335,76.6352292905858,5.008761924425814,1
5.209253676829128,134.98555069415033,8065.463527062955,6.706375475673928,359.8738706019609,420.6974735931519,14.665544745352335,87.667772298408,3.2760037747085757,0
5.298610640409391,182.43072033787152,26606.04504714867,10.161406010835549,340.08709090945763,411.6617244430892,13.650471767298214,50.952018660737494,2.792793896959803,0
6.066819974356914,209.48227380843957,27323.40963931039,6.63295452498965,333.8940524893917,595.0489690205776,17.436784255405684,54.926607149922035,4.697708139257775,0
5.572124308116951,181.17596428092048,18202.243799487092,7.069544453719719,407.9610507666956,396.23434815335526,15.55663113569156,85.89147134067586,3.33454042166328,0
6.198686648201591,186.29810958356416,8904.107554525932,9.38268419416921,260.17176849936175,439.8805488873917,15.883204131874919,65.6329773079562,2.739886751215204,0
,234.02332287815136,22084.72934651684,6.645497334746553,,393.5647924623945,12.684874701279014,57.18051339080742,3.5849310366671014,0
8.401075633266903,199.90365195154402,21946.410543803682,5.258069993569532,,489.5012398808255,14.285467183708363,58.307856615042,3.571342805955089,0
6.5593571284579335,168.65548555872508,12179.405798076948,6.460768960323463,,440.4825069577543,17.40359725005087,66.22049547662428,4.999733439519731,0
4.548855126236347,219.49679764865505,9289.709911832884,9.28585109741313,304.53507533842475,403.58322568782506,14.065248083868383,82.64781941653365,4.645194453451598,0
7.96935175907548,202.90352615279468,21246.33050469624,7.231966695347116,,270.5817899706996,14.85815622947151,63.79969179611627,3.394838059844602,1
,113.4392020318988,19970.379180098393,10.17044004930889,,445.859304603331,9.195981342156761,79.20663184888001,5.060404387193714,0
6.976634520903641,210.49281086308068,18355.41727685325,8.285937183494205,319.87978201214355,401.1862370947561,14.053132479756915,73.97151998490598,4.0675201691731955,0
7.779993046035732,209.29116448385975,21282.65467774215,6.101201880498296,,421.2921549235222,7.620280105568777,52.17090754906823,4.797451795529393,0
6.550482305749107,197.0619851632103,12344.856754343442,7.200700561054824,330.21086204156535,330.65739786257706,12.57156048242417,52.15810423860861,5.005199236335326,1
8.809745480559146,225.73694911718903,18201.49286638991,5.771915373335831,314.77056099117294,542.0091995557918,14.490236496076037,59.10568121071006,3.7651775379457684,0
9.535573464729342,174.2782510756581,26690.1938684266,6.063875811574944,284.8883317706994,495.42484860818485,16.818871929743928,44.743229994471264,4.415629267819074,1
8.429282042952513,207.47084305220764,18945.4623354799,14.196953116620696,331.06668978183444,541.8010446093631,10.97278058717396,58.07095053604984,3.6527283977419347,1
10.533913856646743,144.8470366885941,7354.145367322904,8.729426725853422,315.0361527948708,518.8759275031011,15.516894514886037,90.91762135104844,4.695479764297029,0
,209.79327361382158,17869.434108919726,8.480534822630544,316.44786094541934,474.05923801189886,19.140713168438644,65.89147655959661,4.040414612166904,1
6.835729039671805,260.65566398326257,12630.850591971848,6.135375101813259,315.43019356075644,333.9035732949034,12.15913780448129,53.98346680938326,4.719051330871244,0
7.96186043293924,163.6692260038179,24356.251047376456,9.599942824724105,327.53137478536195,575.1456828570061,9.159254829098003,97.43506335949175,5.159310197778401,1
3.083295077243001,171.4025098576022,24809.56635283957,8.857076650832841,304.21502957805416,351.24707980828913,15.239370257858962,51.3239994204355,4.396840828800078,1
7.704772826773531,173.04049192886794,7469.864087245682,10.092961637185278,362.27540861877185,404.5126639747431,10.33448990836487,50.817495937752724,3.8971013125213556,0
11.032572557775092,200.6769416288725,28669.025726064632,10.01632035446955,367.615067850628,483.31770427465517,11.569114721802649,86.31766804526853,3.910074256259802,0
5.261397747881179,161.42610662311267,12262.3505103896,4.783038924805915,304.3943236619454,487.32849560474233,17.33624527703523,77.11335256552519,1.6635152342364727,1
6.564760178512341,210.25903875893326,35684.91032294926,5.366453606953547,393.14449231613446,472.4367275371203,20.492536601496813,64.29304658907255,3.4140204305315516,0
7.255359834099818,224.26103420593554,21586.32971285859,5.534015251567455,302.40093942108547,393.85669070860956,10.967715714909684,79.87692417982441,4.697407345861567,0
,213.9800233226295,11085.621804808625,5.628573783534749,312.87527391445684,377.15992450967764,11.839140660548981,71.26972001991251,4.726507341471572,0
4.674610891997266,138.21913249650743,12001.066132166568,7.631054735531417,305.1997465101175,630.9902315433758,12.824033734426807,47.18368286503103,3.3970372266815883,0
,229.14101618371814,25066.09951839144,6.224450545688608,361.57410885238,423.02343376921345,12.466755342830837,27.559127746368254,4.098368201836214,1
6.136486719713965,227.2393879289461,18583.082565371027,10.394705694404779,325.9620054055398,413.12887212118204,20.679198220717836,57.209008542341905,3.8223721907779997,0
4.4720624950957335,223.71230915019342,21166.53852046814,10.129394213688988,,368.54463553214873,12.523820483733425,83.97578234155213,4.507889855393248,0
,208.66650998077665,36154.85708028764,7.1097906813551175,336.1132706085094,445.96936420493336,12.996541162918513,59.458784568784836,5.6927195154098005,0
,203.6442284373489,15883.028044839468,10.209415421516669,313.67395027245834,442.2002422867081,19.62954743620867,73.85357461325776,4.522605490841501,1
5.653709306951901,230.36561119835847,22539.754336275957,9.471252711039519,295.512672669276,424.88892233669293,16.188798591195088,,3.4472615854354673,0
5.293627770798708,259.6835937421537,34463.19646528693,6.407883636499931,338.4507910775204,457.0435130604612,17.543326461061998,38.96529522724674,3.908832768089275,1
,165.04496875529645,24385.862152889396,3.9454397564396126,275.00327294834244,568.6938301973421,11.280766390295884,59.81638976195768,5.063504037420131,0
8.074656743070461,231.870325521648,7927.307216381005,6.775609951762048,378.79830657646465,378.1197413316954,12.525105248688313,72.21384515323457,2.871231998980238,1
4.374992232758586,193.5634574755548,26445.250854867376,6.101497032896013,,429.6811663699313,10.83853223608264,53.64823066082926,3.49025502091869,0
8.374169513306516,192.13375658825905,11816.790942954762,7.446278887730412,378.9279445602513,373.8538450339151,16.93217571737855,60.526881856147185,4.523771866965234,0
,145.84814028643095,34348.88841193064,7.260980693262104,388.20717428545737,450.01162755471074,18.3355550177632,72.74630289197322,4.979578377500206,0
7.48000107610001,187.0304284269435,14799.09683937773,7.219567901060781,,380.26766428894695,12.29474683800919,67.57660598611628,4.444994963773418,1
8.37614353992768,163.58998288283914,48050.65936391399,7.94742189137908,,383.7442062921175,13.074361221186845,83.35993780298038,3.4967779661305016,1
10.57120214020879,181.1391892692544,34879.95266565708,5.204215323607788,403.16548630496465,308.2705113763054,13.219177884722042,72.61546879324837,4.3884975350345865,0
7.798490641182992,160.2696679736989,15029.300989501884,7.769949238560138,,434.10181845182973,9.158688582249237,50.91523002588733,4.293148358054533,1
6.264041162657636,181.6309140574021,22189.48104225412,6.42540647823313,,460.92538544992215,12.049648922615546,58.663743234341524,4.2436409782778775,1
6.40786289113564,183.03896925393005,28621.95306136221,7.435971875784626,317.836615925833,576.5264893379374,16.839511170867517,66.7287998044657,3.894282531969375,0
7.073143183161739,199.58323681663654,28885.135038019773,8.63270755546686,281.30555385500566,464.1358004801395,11.382364750286738,88.08232423952748,4.011335560384789,0
9.507268635461736,143.27472953061522,25892.404327471297,5.185448358310773,347.86112739649053,389.8655228375766,14.58776996389851,58.72888478942665,3.2621501087797693,0
,148.84245293917888,32992.930436118855,6.67555602878208,375.35891146318323,316.33792971496393,9.95045719452364,38.33238540115195,5.904559295498045,0
4.63318308779528,208.30697950703433,20935.808275909847,6.9327159102343945,396.5283026885632,327.52000994222936,13.803356984163447,73.53718383655726,4.092459563728208,1
6.303977079515475,170.16428594839374,18798.619481925343,6.307455024918387,,321.51323017066466,12.415406978320313,54.15930837682723,4.3978395792196325,1
6.62989672047592,231.75203009856475,18972.696553877013,8.541730603890073,419.5464919248708,577.94579646431,10.23626738867573,45.57811862288551,3.8000292511858937,1
6.4926206815608465,203.81137385429503,29540.21649793161,5.9817863930952555,262.5809312258386,449.45508815165067,16.896177978273418,66.70460880777858,4.629342056915972,0
